"length_url","length_hostname","ip","nb_dots","nb_hyphens","nb_at","nb_qm","nb_and","nb_or","nb_eq","nb_underscore","nb_tilde","nb_percent","nb_slash","nb_star","nb_colon","nb_comma","nb_semicolumn","nb_dollar","nb_space","nb_www","nb_com","nb_dslash","http_in_path","https_token","ratio_digits_url","ratio_digits_host","punycode","port","tld_in_path","tld_in_subdomain","abnormal_subdomain","nb_subdomains","prefix_suffix","random_domain","shortening_service","path_extension","nb_redirection","nb_external_redirection","length_words_raw","char_repeat","shortest_words_raw","shortest_word_host","shortest_word_path","longest_words_raw","longest_word_host","longest_word_path","avg_words_raw","avg_word_host","avg_word_path","phish_hints","domain_in_brand","brand_in_subdomain","brand_in_path","suspecious_tld","statistical_report","nb_hyperlinks","ratio_intHyperlinks","ratio_extHyperlinks","ratio_nullHyperlinks","nb_extCSS","ratio_intRedirection","ratio_extRedirection","ratio_intErrors","ratio_extErrors","login_form","external_favicon","links_in_tags","submit_email","ratio_intMedia","ratio_extMedia","sfh","iframe","popup_window","safe_anchor","onmouseover","right_clic","empty_title","domain_in_title","domain_with_copyright","whois_registered_domain","domain_registration_length","domain_age","web_traffic","dns_record","google_index","page_rank","status"
"23","15","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","1","0","2","3","3","3","0","7","7","0","5","5","0","0","0","0","0","0","0","34","0.794117647","0.205882353","0","0","0","0","0","0","0","0","86.66666667","0","100","0","0","0","0","28.57142857","0","0","0","1","0","0","26","2166","898859","0","0","2","safe"
"23","16","0","1","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","13","13","0","13","13","0","13","13","0","0","0","0","0","0","0","28","0.464285714","0.535714286","0","3","0","0","0","0","0","1","42.85714286","0","0","0","0","0","0","50","0","0","0","1","0","0","333","1493","0","0","0","2","safe"
"29","21","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","1","0","2","4","3","3","0","13","13","0","8","8","0","0","0","0","0","0","0","23","0.434782609","0.565217391","0","0","0","0","0","0","0","0","100","0","0","100","0","0","0","50","0","0","0","1","1","0","114","1346","504286","0","0","2","safe"
"47","19","0","3","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","0","1","0","0","0","0","5","0","3","4","3","10","10","10","6.4","7","6","0","0","0","0","0","0","66","0.727272727","0.272727273","0","0","0","0.555555556","0","0.166666667","0","0","0","0","100","0","0","0","0","41.93548387","0","0","0","1","1","0","192","8575","92470","0","0","5","safe"
"153","21","1","2","1","0","1","1","0","5","0","0","0","6","0","1","0","1","0","0","1","0","0","0","1","0.183006536","0","0","0","0","0","0","2","1","0","1","0","2","0","11","7","3","3","3","43","13","43","11.72727273","8","12.55555556","2","0","0","0","0","0","23","0.782608696","0.217391304","0","0","0","0","0","0.2","0","0","66.66666667","0","100","0","0","0","0","20","0","0","0","1","1","0","99","4284","0","0","1","1","unsafe"
"44","15","0","1","0","0","0","0","0","0","1","0","0","4","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","4","2","4","11","4","11","11","9","7.5","11","6.333333333","0","0","0","0","0","0","279","0.917562724","0.082437276","0","0","0","0.826086957","0","0.086956522","0","1","90.90909091","0","100","0","0","0","0","70.42253521","0","0","0","1","0","0","176","4937","64385","0","0","5","safe"
"45","20","0","1","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","2","2","16","16","17","17","16","17","16.5","16","17","0","0","0","0","0","0","15","0.266666667","0.733333333","0","0","0","0.090909091","0","0","0","1","0","0","50","50","0","0","0","16.66666667","0","0","0","1","1","0","1481","2172","1130377","0","1","4","unsafe"
"34","26","0","2","1","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","3","1","4","4","0","11","11","0","6.666666667","6.666666667","0","0","0","0","0","0","0","5","0.8","0.2","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","75","0","0","1","1","1","0","84","2837","0","0","1","2","unsafe"
"61","30","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","1","0","3","2","8","8","23","23","17","23","16","12.5","23","0","0","0","0","0","0","181","0.839779006","0.160220994","0","0","0","0","0","0","0","1","64.28571429","0","100","0","0","0","0","50","0","0","0","1","1","0","2509","6256","688","0","0","6","safe"
"43","15","0","3","0","0","1","0","0","0","0","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","1","0","6","0","3","4","3","7","7","5","4.5","5.5","4","0","0","0","0","0","0","7","1","0","0","0","0","0","0","0","0","0","100","0","100","0","0","0","0","0","0","0","0","1","1","1","0","-1","784159","0","1","3","unsafe"
"67","17","0","2","0","0","0","0","0","0","6","0","0","4","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","3","0","9","2","3","6","3","9","6","9","5.222222222","6","5","0","0","0","0","0","0","37","0.081081081","0.918918919","0","1","0","0.352941176","0","0.205882353","0","1","0","0","0","100","0","0","0","9.090909091","0","0","0","1","1","0","425","6149","11846","0","1","5","safe"
"30","23","0","2","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","1","0.1","0.130434783","0","0","0","0","0","2","0","0","1","0","1","0","2","3","8","8","0","10","10","0","9","9","0","0","1","0","0","0","0","14","0.071428571","0.928571429","0","0","0","0.846153846","0","0.615384615","0","1","0","0","0","0","0","0","0","14.28571429","0","0","0","1","0","0","374","7295","0","0","1","5","unsafe"
"28","21","0","2","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","2","0","2","0","6","6","0","10","10","0","8","8","0","0","1","0","0","0","0","5","0.4","0.6","0","0","0","0.666666667","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","1048","5160","0","0","0","8","safe"
"45","18","0","3","1","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","6","0","1","1","4","9","9","6","4.666666667","4","5.333333333","0","1","0","0","0","0","624","0.886217949","0.113782051","0","0","0","0.478873239","0","0.112676056","0","0","100","0","100","0","0","0","0","68.72246696","0","0","0","0","0","0","905","7130","12","0","1","7","safe"
"62","22","0","2","1","0","0","0","0","0","0","0","0","8","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","2","1","0","0","0","0","0","8","4","2","3","2","14","14","8","5.375","8.5","4.333333333","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","165","201","0","0","1","3","unsafe"
"29","20","0","2","1","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","3","3","3","3","0","7","7","0","5","5","0","0","0","0","0","0","0","234","0.867521368","0.132478632","0","1","0","0.419354839","0","0","0","1","50","0","94.73684211","5.263157895","0","0","0","24.13793103","0","0","0","1","1","0","1091","6304","428296","0","0","3","safe"
"82","15","0","3","0","0","0","0","0","0","2","0","0","6","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","1","0","9","4","3","3","4","9","7","9","7","5","7.571428571","0","0","0","0","0","0","14","0.5","0.5","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","1","0","0","288","-1","276218","0","1","5","safe"
"26","18","0","2","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","3","3","3","0","11","11","0","7","7","0","0","0","0","0","0","0","43","0.465116279","0.534883721","0","1","0","0.086956522","0","0","0","1","71.42857143","0","0","100","0","0","0","18.18181818","0","0","0","1","1","0","233","862","0","0","0","0","unsafe"
"31","23","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","1","0","2","3","3","3","0","15","15","0","9","9","0","0","0","0","0","0","0","15","0.6","0.4","0","0","0","0","0","0","0","0","66.66666667","0","0","100","0","0","0","25","0","0","0","1","1","0","340","3312","833799","0","0","4","safe"
"77","22","1","2","0","0","1","0","0","1","0","0","0","4","0","1","0","0","0","0","0","0","0","0","1","0.298701299","0.272727273","0","0","0","0","1","2","0","0","1","0","0","0","5","3","3","7","3","32","10","32","12.2","8.5","14.66666667","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","60","5783","50436","0","1","4","unsafe"
"49","18","0","3","1","0","0","0","0","0","0","0","1","5","0","1","0","0","0","1","1","0","0","0","1","0.12244898","0","0","0","0","0","0","3","1","0","0","0","0","0","8","3","1","3","1","10","10","6","3.875","6.5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","161","3857","1747496","0","1","4","safe"
"18","10","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","1","0","0","0","0","2","0","1","1","0","5","5","0","3","3","0","1","0","0","0","0","0","5","0.4","0.6","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","100","0","0","0","1","0","0","338","-1","0","0","0","0","unsafe"
"93","24","1","3","0","0","0","0","0","0","5","0","0","9","0","1","0","0","0","0","0","0","0","0","1","0.129032258","0","0","0","0","0","0","3","0","0","0","0","0","0","15","6","1","6","1","13","13","8","4.533333333","9.5","3.769230769","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","246","5232","0","0","0","7","safe"
"123","46","1","5","0","0","1","2","0","3","2","0","0","4","0","1","0","0","0","0","1","1","0","0","0","0.170731707","0","0","0","0","1","0","3","0","0","0","0","1","0","13","6","2","3","2","17","13","17","7.461538462","7.6","7.375","0","0","0","0","0","0","51","1","0","0","0","0","0","0","0","0","0","100","0","100","0","0","0","0","100","0","0","0","1","1","0","25","3992","5707171","0","1","0","unsafe"
"64","31","1","5","0","1","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","1","0","0","1","0.15625","0.322580645","0","0","1","0","0","3","0","0","1","0","0","0","7","8","1","1","3","17","14","17","6.714285714","6","7.666666667","0","0","0","0","0","0","21","0.19047619","0.80952381","0","1","0","0.294117647","0","0","0","1","0","0","20","80","0","0","0","25","0","0","0","1","1","0","216","5627","0","0","1","5","unsafe"
"159","14","0","2","0","0","0","0","0","0","0","0","0","10","0","1","0","0","0","0","0","0","0","0","1","0.308176101","0.142857143","0","0","0","0","0","2","0","0","0","0","0","0","10","3","4","11","4","23","11","23","14","11","14.33333333","1","0","0","0","0","0","39","0.025641026","0.974358974","0","2","0","0.631578947","0","0","0","1","0","0","0","100","0","0","0","0","0","0","0","1","1","0","0","-1","0","0","1","0","unsafe"
"91","18","0","2","6","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","10","3","3","3","3","16","10","16","7","6.5","7.125","0","0","0","0","0","0","131","0.709923664","0.290076336","0","3","0","0.105263158","0","0.052631579","0","1","58.82352941","0","86.95652174","13.04347826","0","0","0","47.36842105","0","0","0","1","1","0","986","5222","135","0","0","8","safe"
"75","20","0","2","0","0","1","0","0","2","0","0","0","4","0","1","0","1","0","0","0","0","0","0","1","0.053333333","0","0","0","0","0","0","2","0","0","0","0","1","0","7","3","4","5","4","16","10","16","8.285714286","7.5","8.6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","198","8202","114489","0","0","5","safe"
"32","23","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","4","3","3","0","15","15","0","9","9","0","0","0","0","0","0","0","18","0.722222222","0.277777778","0","0","0","0","0","0","0","0","66.66666667","0","100","0","0","0","0","33.33333333","0","0","0","1","0","0","220","7449","1307416","0","0","5","safe"
"20","8","0","1","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","4","5","4","5","5","4","4.5","5","4","0","0","0","0","0","0","41","0.902439024","0.097560976","0","1","0","0","0","0","0","1","86.66666667","0","100","0","0","0","0","100","0","0","0","1","0","0","730","4383","0","0","1","2","unsafe"
"33","12","1","2","0","0","1","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","1","0.212121212","0","0","0","0","0","0","2","0","1","0","0","2","0","4","5","3","3","5","7","4","7","4.75","3.5","6","0","1","0","0","0","0","584","0.748287671","0.251712329","0","4","0","0.006802721","0","0","0","1","0","0","0","100","0","0","0","94.54545455","0","0","0","0","0","0","1261","8964","70","0","0","8","safe"
"38","29","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","3","3","3","0","22","22","0","12.5","12.5","0","0","0","0","0","0","0","186","0.612903226","0.387096774","0","4","0","0.166666667","0","0","0","1","12.5","0","16.66666667","83.33333333","0","0","0","20","0","0","0","1","0","1","0","1456","0","0","0","1","safe"
"63","18","0","2","0","0","0","0","0","0","1","0","1","5","0","1","0","0","0","1","0","0","0","0","1","0.031746032","0","0","0","0","0","0","2","0","0","0","0","0","0","7","3","3","14","3","14","14","7","6.571428571","14","5.333333333","1","0","0","0","0","0","31","0.967741935","0.032258065","0","0","0","0","0","0","0","0","100","0","92.30769231","7.692307692","0","0","0","100","0","0","0","1","0","0","303","2254","0","0","1","0","unsafe"
"55","21","0","2","2","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","6","3","3","3","4","13","13","9","6.333333333","8","5.5","0","0","0","0","0","0","95","0.842105263","0.157894737","0","0","0","0.466666667","0","0","0","0","69.23076923","0","20","80","0","0","0","81.08108108","0","0","0","0","0","0","82","5032","8889671","0","0","2","safe"
"50","20","0","3","0","0","0","0","0","0","0","0","0","5","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","6","3","1","3","1","12","12","8","5.5","7.5","4.5","0","0","0","0","0","0","52","0.846153846","0.153846154","0","0","0","0","0","0","0","1","0","0","100","0","0","0","0","40","0","0","0","1","1","0","3479","8047","2604","0","0","6","safe"
"40","31","0","2","2","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","4","2","2","2","0","11","11","0","5","5","0","1","0","0","0","1","2","47","0","1","0","1","0","0","0","0.319148936","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","-1","77586","0","1","1","unsafe"
"72","32","0","2","8","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","11","5","2","3","2","6","6","6","4.545454545","4.8","4.333333333","0","0","0","0","0","0","104","0.663461538","0.336538462","0","0","0","0.057142857","0","0","0","1","93.33333333","0","0","100","0","0","0","53.19148936","0","0","0","1","1","0","1011","-1","3541485","0","0","2","safe"
"45","15","0","3","0","0","0","0","0","0","2","0","0","4","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","7","3","2","3","2","7","7","5","4","5","3.6","0","0","0","0","0","0","83","0.746987952","0.253012048","0","0","0","0.238095238","0","0.047619048","0","1","33.33333333","0","100","0","0","0","0","11.11111111","0","0","0","1","1","0","1493","5812","10664","0","0","5","safe"
"31","22","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","3","3","3","0","15","15","0","9","9","0","0","0","0","0","0","0","78","0.91025641","0.08974359","0","0","0","0.142857143","0","0","0","0","92.85714286","0","100","0","0","0","0","64.70588235","0","0","0","1","1","0","186","2006","3760288","0","0","3","safe"
"90","23","0","3","1","0","1","1","0","1","1","0","0","6","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","0","0","11","0","2","16","2","16","16","7","5.909090909","16","4.9","5","0","0","0","0","0","15","0.933333333","0.066666667","0","0","0","1","0","0","0","0","100","0","100","0","0","0","0","85.71428571","0","0","0","1","0","0","63","-1","0","0","1","0","unsafe"
"84","16","0","2","0","0","1","0","0","1","1","0","0","6","0","1","0","0","0","0","0","0","0","0","0","0.071428571","0","0","0","0","0","0","2","0","0","0","0","0","0","9","1","1","5","1","33","6","33","7.111111111","5.5","7.571428571","1","1","0","0","0","0","10","0","1","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2975","8347","1","0","1","10","unsafe"
"35","26","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0.028571429","0.038461538","0","0","0","0","0","2","0","0","0","0","0","0","2","2","10","10","0","11","11","0","10.5","10.5","0","0","0","0","0","0","0","2","0.5","0.5","0","0","0","1","0","0","1","0","0","0","100","0","0","0","0","0","0","0","1","1","0","0","85","2837","4073967","0","1","2","unsafe"
"63","22","0","1","2","0","0","0","0","0","0","0","0","7","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","2","0","8","1","2","3","2","15","15","8","5.75","9","4.666666667","2","0","0","0","0","0","590","0.969491525","0.030508475","0","0","0","0.055555556","0","0.055555556","0","1","60","0","98.36065574","1.639344262","0","0","0","96.91780822","0","0","0","1","1","0","113","2809","0","0","1","0","unsafe"
"35","20","0","2","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","3","3","3","3","6","12","12","6","7","7.5","6","0","0","0","0","0","0","8","0.375","0.625","0","0","0","0","0","0","0","1","50","0","0","100","0","0","0","0","0","0","0","1","0","0","519","212","0","0","1","0","unsafe"
"24","10","0","1","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0.041666667","0","0","0","0","0","0","1","0","0","0","0","1","0","2","3","5","6","5","6","6","5","5.5","6","5","0","0","0","0","0","0","18","0.722222222","0.277777778","0","1","0","0","0","0","0","1","76.92307692","0","0","0","0","0","0","100","0","0","0","0","0","0","334","5509","787013","0","1","2","unsafe"
"24","16","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","4","3","3","0","8","8","0","5.5","5.5","0","0","0","0","0","0","0","21","0.238095238","0.761904762","0","1","0","0.1875","0","0.0625","0","1","66.66666667","0","0","0","0","0","0","59.375","0","0","0","1","0","0","186","3466","381443","0","0","4","safe"
"26","12","0","1","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","3","0","2","8","2","8","8","3","4.333333333","8","2.5","0","0","0","0","0","0","16","0.5","0.5","0","1","0","0","0","0","0","1","50","0","0","0","0","0","0","50","0","0","0","0","0","0","91","1735","2262517","0","1","2","unsafe"
"41","23","0","2","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","0","0","0","0","1","0.024390244","0","0","0","0","0","0","2","0","0","0","0","0","0","4","1","1","7","1","11","11","8","6.75","9","4.5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","152","-1","0","0","1","2","safe"
"49","16","0","2","0","0","0","0","0","0","2","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","6","0","2","2","4","9","9","8","5.333333333","5.5","5.25","0","1","0","0","0","0","1486","0.860026918","0.139973082","0","0","0","0.346153846","0","0.028846154","0","0","100","0","100","0","0","0","0","62.85714286","0","0","0","0","1","0","905","7130","12","0","0","7","safe"
"37","17","0","2","0","0","0","0","0","0","0","0","0","5","0","1","0","0","0","0","1","0","0","0","1","0.054054054","0.058823529","0","0","0","0","0","2","0","0","0","0","1","0","4","3","2","3","2","9","9","8","5.5","6","5","0","0","0","0","0","0","9","0.777777778","0.222222222","0","0","0","1","0","0.5","0","0","0","0","100","0","0","0","0","50","0","0","0","1","0","0","37","-1","3529045","0","1","2","safe"
"46","17","0","3","0","0","0","0","0","0","0","0","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","5","0","3","10","3","10","10","5","5.4","10","4.25","0","0","0","0","0","0","16","0.0625","0.9375","0","2","0","0.2","0","0","0","1","0","0","0","100","0","0","0","0","0","0","0","1","1","0","180","-1","0","0","1","0","unsafe"
"25","17","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","4","3","3","0","9","9","0","6","6","0","0","0","0","0","0","0","228","0.973684211","0.026315789","0","1","0","0.166666667","0","0.166666667","0","1","71.42857143","0","100","0","0","0","0","33.33333333","0","0","0","0","0","0","246","3040","112982","0","0","4","safe"
"47","39","0","4","2","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","1","0.127659574","0.153846154","0","0","0","0","0","3","0","0","1","0","0","0","6","2","1","1","0","7","7","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","231","5612","5865346","0","1","5","unsafe"
"90","16","0","2","7","0","0","0","0","0","0","0","0","6","0","1","0","0","0","0","1","0","0","0","1","0.011111111","0","0","0","0","0","0","2","0","0","0","0","1","0","12","3","1","3","1","10","8","10","5.583333333","5.5","5.6","0","0","0","0","0","0","46","0.586956522","0.413043478","0","1","0","0.421052632","0","0.105263158","0","1","66.66666667","0","100","0","0","0","0","54.54545455","0","0","0","1","0","0","64","5414","55888","0","0","4","safe"
"24","16","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","3","3","3","0","9","9","0","6","6","0","0","0","0","0","0","0","156","0.25","0.75","0","9","0","0","0","0","1","1","2.272727273","0","0","100","0","0","0","39.13043478","0","0","0","1","1","0","54","7251","940265","0","1","1","unsafe"
"29","20","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0.068965517","0.1","0","0","0","0","0","2","0","0","1","0","0","0","2","1","7","7","0","8","8","0","7.5","7.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","230","5613","0","0","1","5","unsafe"
"53","16","0","3","0","0","0","0","0","0","0","0","0","5","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","6","6","3","3","4","10","8","10","6.166666667","5.5","6.5","0","0","0","0","0","0","187","0.930481283","0.069518717","0","0","0","0.461538462","0","0.307692308","0","0","100","0","100","0","0","0","0","89.3442623","0","0","0","1","1","0","2901","7692","502614","0","0","5","safe"
"85","14","1","1","10","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","1","0.094117647","0","0","0","0","0","0","1","0","0","0","0","1","0","12","2","2","10","2","10","10","9","5.25","10","4.818181818","0","0","0","0","0","0","174","0.735632184","0.264367816","0","0","0","0.130434783","0","0.173913043","0","1","72.30769231","0","85","15","0","0","0","16.66666667","0","0","0","1","0","0","47","5797","1518","0","0","7","safe"
"70","9","0","6","0","0","0","0","0","0","1","0","0","8","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","1","0","12","1","1","6","1","11","6","11","4","6","3.818181818","0","0","0","0","0","0","24","1","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","207","2350","0","0","1","2","unsafe"
"26","17","0","3","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","2","3","3","3","0","6","6","0","4.5","4.5","0","0","0","0","0","0","0","80","0.825","0.175","0","1","0","0.142857143","0","0.142857143","0","1","75","0","89.47368421","10.52631579","0","0","0","20","0","0","0","1","0","0","0","-1","988977","0","0","2","safe"
"47","16","0","2","0","0","0","0","0","0","1","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","5","1","2","2","4","9","9","8","6.2","5.5","6.666666667","0","1","0","0","0","0","235","0.953191489","0.046808511","0","0","0","0.454545455","0","0.090909091","0","0","100","0","100","0","0","0","0","71.05263158","0","0","0","0","0","0","902","7132","12","0","0","7","safe"
"61","16","0","3","0","0","0","0","0","0","1","0","0","5","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","7","3","3","3","3","11","8","11","6.142857143","5.5","6.4","0","0","0","0","0","0","96","0.854166667","0.145833333","0","0","0","0.071428571","0","0","0","0","100","0","14.28571429","85.71428571","0","0","0","42.85714286","0","0","0","1","1","0","234","7071","76196","0","0","5","safe"
"65","20","0","4","0","0","0","0","0","0","2","1","0","4","0","1","0","0","0","0","1","0","0","0","1","0.107692308","0","0","0","0","0","0","3","0","0","0","0","0","0","8","6","3","3","3","11","8","11","5.875","4.666666667","6.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","8592","4293","0","0","5","safe"
"33","16","0","2","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","1","0","4","5","2","3","2","8","8","5","4.5","5.5","3.5","0","0","0","0","0","0","29","0.517241379","0.482758621","0","2","0","0","0","0","0","1","23.07692308","0","100","0","0","0","0","100","0","0","0","1","0","0","149","582","238940","0","1","3","unsafe"
"27","19","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","3","3","3","0","12","12","0","7.5","7.5","0","1","0","0","0","0","0","311","0.938906752","0.061093248","0","0","0","0.315789474","0","0.105263158","0","0","100","0","66.66666667","33.33333333","0","1","0","41.37931034","0","0","0","0","0","0","0","5342","2415737","0","0","3","safe"
"124","50","1","4","1","0","1","2","0","3","2","0","0","4","0","1","0","0","0","0","0","1","0","0","1","0.169354839","0","0","0","0","1","0","3","1","0","0","0","1","0","12","4","2","3","2","17","13","17","8.25","8.4","8.142857143","0","0","0","0","0","0","51","1","0","0","0","0","0","0","0","0","0","100","0","100","0","0","0","0","100","0","0","0","1","1","0","24","3993","5707171","0","1","0","unsafe"
